id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7341076,The Bloomsbury Room,4249288,Annria,,Excelsior,37.726832650827575,-122.42961508031155,Private room,89,2,27,2017-02-28,1.35,3,365
12912467,New Remodel 4 bd House in Excelsior,69134458,Mandy,,Excelsior,37.72235417088406,-122.43154488539467,Entire home/apt,276,1,41,2017-03-12,3.81,1,353
11690274,private one bedroom,30095740,Jackie,,Excelsior,37.72747112449389,-122.40886506250153,Entire home/apt,95,1,31,2017-03-03,2.55,1,365
6518261,Excelsior Lovely Modern Apartment,34072818,Maru&Jerome,,Excelsior,37.71906449972065,-122.43261186789653,Entire home/apt,100,5,43,2017-03-30,1.95,1,113
14451638,Private Room & Bathroom in SF,86027378,Ernest,,Excelsior,37.72670222876514,-122.42032144848693,Private room,63,2,28,2017-03-31,3.68,5,303
8553341,Spacious Room with Private Bath,8763337,Ming,,Excelsior,37.725534409388246,-122.40202806179344,Private room,89,1,3,2015-10-14,0.16,1,0
17007107,A Cozy Space in SF,19929304,Kenny,,Excelsior,37.731941823037545,-122.41099515891045,Private room,99,1,0,,,1,0
17406845,Newly Remodeled House with a Grand View,95927215,Leopoldo,,Excelsior,37.72395110979742,-122.42286811807544,Private room,150,2,0,,,1,179
8340604,Cozy private room with attached bath,43964005,Gibin,,Excelsior,37.72566577558262,-122.41863146413246,Private room,70,1,0,,,1,0
16335125,"Cozy, Quiet 2 BR Private Apartment",7076264,Erika,,Excelsior,37.71773554745535,-122.43148898608132,Entire home/apt,150,1,1,2017-03-26,1,1,115
12484859,Beautiful house with Panoramic Bay views,8676376,Herbert,,Excelsior,37.725640368902226,-122.41981580214026,Entire home/apt,206,1,2,2016-10-02,0.20,5,222
8487735,Modern and functional space,11014421,Lori,,Excelsior,37.72944054968461,-122.42898624809071,Entire home/apt,115,3,49,2017-03-21,2.76,1,205
10835399,SF Home 12 minutes from Airport.,9971829,Joshua,,Excelsior,37.72284283012559,-122.40767934578243,Entire home/apt,595,5,0,,,2,364
